21 183.1 1
7 126.2 1
37 170.3 2
19 171.8 1
9 132.9 2
33 171.2 2
9 134.9 1
74 172.2 1
14 164.7 1
18 166.8 2
17 164.5 2
50 159.5 2
36 175.6 1
12 173.3 1
19 179 1
16 163.3 1
70 179.6 1
16 167.7 1
85 160.1 2
62 150.8 2
37 173.7 1
11 149 1
10 143.7 2
82 168.9 1
44 176.2 2
6 118.5 2
85 155.96 2
46 162.4 2
23 177.3 1
30 162.2 2
42 163 2
60 181 1
18 157.7 2
12 162.7 1
24 183 1
4 110.7 1
18 197.1 1
53 173.2 1
16 170.6 1
77 156.1 2
2 89.6 1
15 165 2
29 170 2
8 131.5 1
25 196.7 1
71 176.1 1
14 152.1 2
85 150.1 2
29 172.1 2
46 162.4 2
11 159.9 2
27 155.9 2
24 185.7 1
5 119.8 1
80 169 1
5 118.3 2
5 110.5 1
7 124.1 2
51 176.6 1
18 157.4 2
34 169.9 2
3 108.8 2
53 186.2 1
63 159.1 2
53 176.1 1
18 154.8 2
6 116.3 2
41 182.3 1
67 179 1
17 185.7 1
9 129.2 1
31 178.1 2
18 149.2 2
6 117.7 2
5 108.7 2
48 178.9 1
13 159.6 1
72 177.1 1
48 178.8 1
17 192.1 1
85 156.8 2
64 188.9 1
5 113.8 1
12 165.5 2
29 172.7 2
20 174.3 1
47 174.4 1
14 138.5 2
9 142.6 1
12 154.7 1
2 96 2
15 164.6 1
28 175.2 2
57 166.1 1
8 128.4 2
67 148.8 2
8 123.4 2
5 111.2 1
6 115.7 1
29 157.7 2
5 119.3 1
14 159 2
68 162.5 1
61 159.1 2
16 180.6 1
29 168.5 2
42 156.9 2
29 171.6 1
8 135.6 2
37 168.6 1
7 127.1 1
2 86.4 2
78 155.3 2
32 178.3 1
47 189.1 1
12 146.3 1
13 158.2 1
14 164 2
20 184 1
85 170.2 1
4 113.1 1
22 155.2 2
14 156 2
7 124.5 1
14 164.8 2
20 161.9 2
18 175.8 1
40 194.5 1
17 175.4 1
9 146.8 1
8 127.5 2
35 178.4 1
12 172 1
15 161.4 2
2 93.2 1
85 171.3 1
5 106.9 1
22 182.3 1
20 153.9 2
77 170.5 1
5 109.1 2
64 153.9 2
85 164 1
59 171.3 1
12 154 2
85 161.4 1
59 184.7 1
76 164.1 2
8 127.2 2
8 137 2
4 111 2
63 173 1
33 155.6 2
21 167.7 1
32 162.3 2
13 155.4 2
35 167.7 2
41 160.8 1
15 179.9 1
14 165.5 2
18 169.2 2
47 160.8 2
77 163 1
12 158 1
67 159.7 2
16 172.4 2
15 172.6 2
17 183.1 1
25 174.2 1
7 116.5 1
23 153.6 2
11 158.6 1
66 153.4 2
24 160.7 1
12 153.6 2
53 168.8 2
76 180.5 1
38 153.4 2
2 90 2
33 156.3 2
23 155.2 2
66 159.4 2
50 175.9 1
13 153.8 2
32 157 2
6 127.8 1
2 91.1 1
17 170.4 1
81 169 2
46 157.7 2
13 160 2
16 158.5 2
24 162.5 2
18 172.5 1
61 178.6 1
8 121 2
6 122.6 1
85 157.6 1
46 176.4 1
2 88.8 2
43 157.3 2
55 162.2 2
43 160.8 2
16 181 1
54 189.4 1
55 184 1
14 153.6 2
17 162.3 2
4 99.8 2
8 138.6 1
18 182.1 1
3 106.3 1
22 154.3 2
8 122.8 1
25 160.7 2
13 184.8 1
13 168.8 1
73 170.9 2
77 156.9 2
46 165.2 2
5 110.3 1
47 161.1 2
3 107.5 1
10 147.8 1
2 93 2
31 168.1 1
4 93.8 1
18 200.1 1
15 171.5 2
19 157.9 2
19 183.5 1
2 91.9 1
54 162.3 2
40 159.3 2
14 169.5 2
12 157.8 2
15 169.4 2
40 163.5 2
10 129 2
4 105.9 2
33 169.9 1
15 165.1 2
17 169.1 2
63 163.8 2
39 164.2 1
65 157.1 2
13 166.6 2
46 164.3 2
25 173.7 2
8 140.6 2
6 122.3 2
14 183.4 1
20 168.3 2
16 167.7 2
28 164.3 2
3 91.7 2
10 141 1
55 174.8 1
8 130.3 2
7 135.3 1
67 174.6 1
44 179 1
85 154 2
16 168.4 2
11 148.3 2
12 152.7 1
15 158.8 2
33 167.2 2
25 161.1 2
30 168.8 2
23 164.7 2
14 163.5 1
5 111.4 2
4 110.8 2
4 107.7 2
19 170.9 1
10 137.4 1
27 157.6 2
46 166.6 2
15 151.9 1
17 160.5 1
18 183.2 1
2 86.6 2
18 164.4 2
68 158 2
62 175.3 1
3 102.5 1
9 125.9 2
85 153.5 2
15 169.4 1
6 116.6 2
56 164.7 2
53 161.6 1
9 135.2 1
9 141.5 1
60 166.9 1
20 181.1 1
14 166.4 1
46 161.9 2
27 153.4 2
2 89.3 1
11 153.9 2
8 129.4 1
51 152.9 2
77 161.6 1
40 160.4 2
7 123.7 2
22 164.7 2
4 97.7 2
46 167.1 2
24 190.6 1
38 159.8 2
46 179.9 1
64 168 2
62 148.3 2
40 173 1
5 99.5 2
21 169.2 1
25 161.6 2
18 156.4 1
8 129.8 1
20 168.7 2
17 187.5 1
11 154.2 1
19 183.2 1
69 147.7 2
21 167.4 2
13 165.3 2
51 159.5 2
14 163.6 2
28 163.5 1
9 137.9 1
18 157.5 1
28 150.2 2
6 112.4 1
31 168.3 2
14 168 2
55 166 2
65 176.8 1
71 172.7 1
83 171.4 1
3 95.4 1
22 182.5 1
18 189.3 1
69 172.7 1
4 103.7 2
20 165.2 1
36 161.8 2
22 150.8 2
13 147 1
64 178.3 1
27 151.7 2
14 145.9 1
19 173.5 1
38 170.8 1
74 175.3 1
25 157.8 2
14 167.2 1
22 167 1
72 168.7 1
13 150.9 2
29 160.5 2
44 166 1
15 177.4 1
46 165.1 1
8 127.1 2
56 169.4 2
14 179.1 1
36 157.8 2
18 164.1 2
7 129.4 1
48 183.5 1
31 157.1 2
9 125.5 1
6 119.4 1
8 126.5 1
19 167.4 2
61 175.4 1
3 104.8 1
83 144.4 2
63 153.1 2
50 158 2
73 157.1 2
37 174.5 1
6 121.5 1
60 173.7 1
16 171.3 2
19 181.4 1
14 150.3 2
8 131 2
39 179.1 1
53 169.9 2
18 164.1 2
14 163.3 2
31 147.3 2
19 175.9 1
18 183.1 1
15 170.1 2
8 143.1 1
8 140.6 1
18 158.3 2
34 156.3 2
9 130.4 2
9 147.2 1
31 167.3 2
2 96.5 2
7 120.6 2
9 143.4 2
44 170.4 1
14 170.5 2
13 146.7 1
14 152.8 1
23 155.4 2
72 159.5 2
13 176.2 2
58 160.6 2
68 172.2 1
81 180.1 1
17 170.4 1
63 169.6 2
19 160.6 2
19 150.2 2
65 155.2 2
15 157.8 2
12 173.5 2
15 154.6 2
85 166.4 1
61 183.3 1
37 162.7 2
18 162.8 2
15 160.2 2
69 181.3 1
5 109.2 2
18 171 1
2 92 2
47 160.3 2
32 173.9 1
36 165.5 1
43 166.8 2
16 156.6 2
8 127.9 1
48 160.9 2
19 177.9 1
27 142.1 2
32 173.8 1
16 178.2 1
85 156.2 2
40 176 1
10 139.1 1
19 165.1 2
12 156.8 2
15 178.5 1
79 156.8 2
3 94.3 1
38 156.4 2
20 164.5 1
24 157.5 2
34 166.5 2
14 159.4 2
2 91.9 1
59 169.8 2
51 167.2 1
13 158.2 2
2 87.2 2
46 191.4 1
26 167.9 2
5 112.8 1
38 167.9 2
14 166.4 2
82 170.8 1
2 86.2 2
3 97.5 1
85 149.9 2
83 154.2 2
28 161.8 2
58 197.1 1
64 180 1
10 143.5 1
15 164.6 2
16 161.7 2
2 96.5 1
2 88.6 1
17 158.6 2
46 178.3 1
40 150 2
34 178.6 1
44 163.7 2
15 166.6 2
48 167.6 1
54 166.6 2
12 154.8 2
29 171.7 2
3 90 2
5 112.8 1
3 96.2 1
38 161.2 2
20 167.9 2
7 137.6 1
2 89.4 1
51 161.2 2
48 182.5 1
63 155.7 2
12 155.3 1
69 166 2
62 163.4 2
16 172.5 1
21 171.7 1
29 175.7 1
38 172 1
49 179.2 1
14 178.5 1
45 174.3 1
10 145 2
31 160.4 2
13 152.9 1
81 174.5 1
71 146.8 2
81 164.3 2
52 168.3 2
27 175.7 1
6 119.1 1
4 103.6 1
12 145.7 2
41 149 2
20 155.3 2
58 178.8 1
13 158.6 2
45 184.3 1
43 182.8 1
4 109.5 1
3 97.5 2
34 170.8 1
25 166.7 2
74 156.6 2
52 172.4 1
45 180.7 1
8 134 2
2 90.5 1
5 119.7 2
14 172 1
36 156.5 2
2 97.3 1
16 184.1 1
13 159.8 2
79 172.5 1
45 153.6 2
24 145.9 2
14 164.8 1
12 146.8 2
2 87.6 2
27 170.5 1
54 183.9 1
66 175.5 1
20 168.1 2
12 148.8 1
83 168.2 1
32 164.5 1
43 176.3 1
23 170.8 2
2 105.1 1
70 183.5 1
54 177 1
19 156.5 2
21 162.1 2
19 162.2 2
44 156.6 2
15 159.7 2
16 167.8 1
85 174.3 1
41 156.1 2
39 185.2 1
45 181.4 1
67 177.4 1
40 173.8 1
2 95.4 1
43 181.5 1
53 158.6 2
44 177.1 1
73 156.1 2
30 155.4 2
11 141.5 1
11 146.2 1
55 147.5 2
64 169.7 1
38 175.2 1
3 95.3 2
12 151.2 1
58 161.7 2
3 92.1 2
18 157.7 2
4 111.7 2
60 175.4 1
68 162.7 2
15 159.8 2
7 121.8 2
27 161.4 2
11 153.1 1
17 162.2 2
19 172.2 2
15 167.8 1
68 169.4 1
19 173.4 1
47 178.7 2
2 90 1
25 160.2 2
85 146.3 2
85 150.2 2
2 95.2 1
33 187.3 1
2 84.6 2
29 173.6 2
29 163.9 1
32 158.2 2
10 153.5 2
41 175.7 1
11 146.1 2
4 107.3 1
21 151.8 2
12 161.3 1
6 110.6 1
53 192.2 1
14 172.9 2
8 127.9 2
14 168.8 1
33 181.2 1
22 173.6 1
17 165.7 1
85 153.1 2
15 173.1 1
59 158.1 2
57 187 1
23 174.5 2
2 87.3 2
18 166 1
2 89.4 2
66 154.3 2
63 167 1
5 118.9 2
60 160.6 2
37 157 2
39 186.7 1
55 165 2
40 164.5 2
23 174.1 1
62 179.4 1
43 169.9 2
13 162.8 1
2 91 2
14 173.6 1
4 99.5 2
47 172.8 2
57 161 2
12 163.3 1
69 157.8 2
76 174.5 1
26 152 2
28 172.4 1
2 100.3 1
36 161 2
85 164.6 1
6 112.8 2
4 107.6 1
40 159.2 1
15 182.9 1
42 171 1
69 150.2 2
51 174.2 1
29 166.5 1
2 98 1
37 169.6 2
63 180.7 1
39 167.4 2
72 157.6 2
42 162.4 2
42 161.7 2
15 162.2 2
80 156.2 2
5 100.2 1
6 123.9 1
39 174.2 1
85 175.9 1
22 173.3 2
14 165.4 1
55 157.8 2
59 168.7 2
6 114.5 2
12 156.8 2
78 175.3 1
53 150.5 2
67 162.4 2
2 92.1 2
55 172.7 1
28 185.6 1
12 140.9 1
19 144.1 2
